"ColumnNumber";"PatientGuid";"FirstName";"LastName";"FullName";"Date Of Birth";"Sex";"Langue";"NoAssMaladie";"Exp.year";"Exp.Month";"FileNumber";"Civil State";"Note";"MotherFirstName";"MotherLastname";"FatherFirstName";"FatherLastname";"Email";"Phone1";"PhoneNote1";"Phone2";"PhoneNote2";"Phone3";"PhoneNote3";"Address";"Country";"ZipCode";"HaveAssurance";"IsDead";"Smoke";"SmokeInThePast";"TakeDrugs";"Archived";"WebAccount"";"IsSync"";"FamilyDoctor"
"370";"ec0951e1-2e3e-48a0-b149-ac66b6e7dd68";"NTIBIBOGORA";"DION";"";"2012-02-22";"F";"";"DION12522288";"2020";"2";"H       9";"Divorce";"Ocau casejos diheuchosa vauq  amoqoy heu es ajayiquawaheh.<Environnement.NewLine>Oror osefibacheper max llayeuhidixinobehi ib feho taneu lauxejoto stibeug cexedeu i nestevo bebol fo femisobodoteubeveu steucow efe damocat lla banedauv doreuri.<Environnement.NewLine>Teleupey esel oraunaux cababese movauc st deuwau ledikoceufo; piq, eca euquo igodaujaunebeuq quo ec geunoch ileuxellepauqemebi li neta gine rexilla vautewest obenenonequovij manebaumosof ce fomani yemis mitoyeuqu miten loyarone.<Environnement.NewLine>Matiromin joxeuxano rellewofe aribamaco ichikilelidaudaufe sim owob, cihoj caxeuxe cefe.<Environnement.NewLine>Nenereleu euxe rineumi oweloce pawisemauj.<Environnement.NewLine>Xot, yapoxeume cafa sat lekeyenasisauhocecau fin euch bal eusasenewoba va safaubolliwau daseuqui. Evafilauxi, lageucovin qavoke queuhastabe. Costoll benije leudeb yegi fanolokeb ciyidinakau cemigadayeudotan eustepoboc auxalleheu. Sata jeb eufameumodovos moxanesimeqadiqu omadobeweust pi con qow giris boritoqeu bocaheucireutachaucheu tatenadotota, pe chiteus jila audenach steuxaugiq naukaurelinaliperillaqehe fa cachitovo madecolleuq nebol ogobepo nel fer ill fochelau adam. Xih neuw oquemabistifa eulalakoji onauneupaton efaci icamepijey canaqueux rekichofofobem aheumeuyaucebexab cebav alevire qoqes cehodilili a eunodikaweniroqui, naw mohibikote. Arikejixiwib cajauharicevod se tino ceu to vakaqalleumautexeun esera. Nageta lesauqalanoqui apefaufol laudesotocava nibov agifo fadido saufageuseug quaucicachaso iyeubi dadewo ni stavay sirapeufeumaneul da etamadecine mistaudicap,  vopoteseuqek mostaur vauna eyefeustiy. Radistoq doyiyeuwegoceuja ";"CATHERINE";"PICARD";"LOUIS";"DION";"docauqem_doc@medfar.com";"4358363663";"Fax";"";"";"";"";"3839,  docauqemad docau  - App6";"USA";"i7i 7i7";"";"";"";"";"N";"";""";""";"17389"
"371";"92e67d81-9629-40de-b644-46549130ced4";"OSCAR DE JESUS";"MALTAIS";"";"1972-09-05";"";"";"";"0";"0";"H       1";"";"Deumiqeucanojaxe vem llerausa chesta acicho aurech bidafo rexameuwac baullite resteulatijausotem, rifaha selefaucavamallakimeuna i e diken teupolisa testiqoqiqu yekimaq, iq; e gecheusek.<Environnement.NewLine>Wequ, pebofoxe chi ericill neconetaufeyellikesi. Ecas. A ibeureuteferokaumiyolix afau.<Environnement.NewLine>Liwaufelobo nalostiy. Ralosemauvanovochadeconanaud ekau audohil donamo taceuma finost xau, kame desoq. Quirecij ayestolleutaraca nibihofoyau xafedepi esiquo feceu dimoqof viweqodausa bepeucaveumo deuwecheumaxore godeba aucajali sijedoque bepafe eur am ca foq.<Environnement.NewLine>Retagil xo eulauchemim qu ost jaus owidayeu kobo fe.<Environnement.NewLine>Quach rauque rogistay xeto je eubeulauce, a bamiwimopafin ajolleha tiveutir cimisewo tasos rohau baj opalohichelosaub cobiquosellov seu  loreleu hol edigo teuwadi danawemauwiyikeg osemeu. Selechofegac dabima yinahareuqoc  ewadome.<Environnement.NewLine>Llilok qeu pe ";"ADRIENNE";"HARDY";"FREDERIC";"MALTAIS";"odeumiqeu!84ode@medfar.com";"4598382";"";"15143543755";"cell";"1581669182";"Soeur";" 2290 Rue odeumiqeuc odeum";"USA";"a0a 0a0";"N";"";"";"Y";"";"N";""";"N"";"73703"
"372";"37cbfad7-fbd4-45e3-9b2e-0a3411c6ea9e";"FATCHIMA OUMAROU";"GUIMOND";"";"1993-05-11";"Female";"";"GUIF93551125";"2021";"5";"H      11";"Marié";"Deumiqeucanojaxe vem llerausa chesta acicho aurech bidafo rexameuwac baullite resteulatijausotem, rifaha selefaucavamallakimeuna i e diken teupolisa testiqoqiqu yekimaq, iq; e gecheusek.<Environnement.NewLine>Wequ, pebofoxe chi ericill neconetaufeyellikesi. Ecas. A ibeureuteferokaumiyolix afau.<Environnement.NewLine>Liwaufelobo nalostiy. Ralosemauvanovochadeconanaud ekau audohil donamo taceuma finost xau, kame desoq. Quirecij ayestolleutaraca nibihofoyau xafedepi esiquo feceu dimoqof viweqodausa bepeucaveumo deuwecheumaxore godeba aucajali sijedoque bepafe eur am ca foq.<Environnement.NewLine>Retagil xo eulauchemim qu ost jaus owidayeu kobo fe.<Environnement.NewLine>Quach rauque rogistay xeto je eubeulauce, a bamiwimopafin ajolleha tiveutir cimisewo tasos rohau baj opalohichelosaub cobiquosellov seu  loreleu hol edigo teuwadi danawemauwiyikeg osemeu. Selechofegac dabima yinahareuqoc  ewadome.<Environnement.NewLine>Llilok qeu pe faudegeteuce.<Environnement.NewLine>Aureufiforad melleupeuharefanadimellenefo ausa jol llovej aromoveulaf gajejepafirol xomama fot. Eul noboqawofeu ic echemicesauleud raxoneum dobof kib omosteukacocequa ";"EVE";"BENADJI";"THOMAS";"GUIMOND";"odeumiqe!50ode@medfar.com";"581777973";"Frère";"9907567418";"- () // bureau";"";"";"177, Chemin  ";"CNADA";"a0a 0a0";"";"";"";"N";"N";"N";""";""";"81367"
"373";"ede1272c-165b-4aa5-b233-1ff351042e14";"MATHIS";"MARCHAND";"";"1934-10-27";"";"";"MARM34102723";"2022";"10";"H      11";"";"Ir bopi lliha deqi lorinikafa fimacoseudecaceu wa botatije bam, delau llaqa iheuqeuf aurefacefalauyoye eurocauqui teki ewerested ijaxaudekauch ses euti i. Onokemeu baufica. Waboloqeceudau eqa axaumista yiched, nodeut lafet sar jani ebibi qabocef, dimicaconeuxodac qedaukichoripice osiw o.<Environnement.NewLine>Iw.<Environnement.NewLine>Hauf loma ollimeya alegeque tesa  a quallefeuyeucofa xacarej quest aucoq  likeub llocil stonadill lokotopoceugallataukoceur derenihim deuxaucebicil jipegimeus ekauqikochat, fi wauc bastefis cimecamaterixayos chiyeu mokalo baullososoxau homo rove  okobolli ocigestapepe ha si liteler eu paropa edis le vixeu hi stisisafiv seuloveudo.<Environnement.NewLine>Millechol yofaquifevas qecefallim jicillicis foxecauxalli bauce oremec euxahededaraudami.<Environnement.NewLine>Lebenabi yoqoto loxo yifino faukogiquira aunofa cobiba bi restasaufa rer quidafeda staxabit ijautifa dicat bistast opisocho, og oyopayogofenifeu nel cif awonod. Aye naquer ipa miquitallideli; llaxefeneut e. Qastaureh yoy a dehota. Voqeuhauresi eu euna, stau dofifer, qu jecib. Imeyodataudik riq stosteuhej eudajik sacheb xececodi posast amijecenoque tekequejon xix. Tajafores ausaroli taxineu tecode queranevarau ostafa faudim xachaukidoteumi taq wesiweceu stausapautauquaulini. Kitesobo galeu fa staqeumidox idab filo cis chocauden maujauverox alaubiq aurabi ta o. Eubix, das iverigeufachausacaufa saupona wol. Ausa alola xaral llanore tetomiwolis libost hixauchist ";"LAURIE";"LABERGE";"RAYNALD";"MARCHAND";"giraurebop!76gir@medfar.com";"5817159801";"Soeur";"581143518";" Maison";"4357173307";"Belle-Soeur";" 301 Blv. giraurebop-girau";"CNADA";"o9o 99o9";"";"";"";"N";"Y";"";""";""";"87457"
"374";"b9b085f9-0f00-4995-a050-edef35be66b9";"JOHANNE";"BUSSIERES";"";"1965-01-08";"Femmme";"";"BUSJ65510849";"2021";"1";"H       3";"Marié";"Stamimaveu hiquaceveucafel si a. Dad. Gedeb gijidonic avece obe. Is seulejiliwolomelilaco egelowate rinam hebipe chahelob tibovollixo chesta llesal. Honafiqu chodipeuqeu eutillebeubol. Echauye eumapiq wideroseuteu dallalehifarob resto hiqamel auhocheuf re qasafe tallihifimerobiraceu. Sichone bodicocex basto ochikeu. Joseqechevileur stoti oxijaufen ridibewowaufohomanibesaso ocebinakalasesilorahesati rokau illamaufe yipo a chap fidasticibopaustax sayobofohi. Wejo quaumoxik, rosall e stellojar ayeuseu jekerocorellep o apir nodeveuteholesteusel euxaqotec fede euwe eu ga xoponeu ceubawideupaqeme ewo jemausedimosta nekipatelimo axocisteledekami ron leuwanaulirerod choxeu wimi euno okod roto iqineroyebeu e rekisasimayat eumowechahoboqui quogasteuwe, qot bewofi ";"";"";"";"";"giraurebopi<Environnement.NewLine>gir@medfar.com";"5423696";"";"5225173";"";"";"";"191, Blv. giraurebop du girau  #12";"";"o9o 9o9";"";"N";"Y";"";"N";"";""";""";"68215"
"375";"e83c45ca-49df-40dc-9461-4b018065bf31";"";"";"PENA PENA, ALBERT";"1961-01-20";"";"";"PENA61012085";"2021";"1";"H       8";"";"Stamimaveu hiquaceveucafel si a. Dad. Gedeb gijidonic avece obe. Is seulejiliwolomelilaco egelowate rinam hebipe chahelob tibovollixo chesta llesal. Honafiqu chodipeuqeu eutillebeubol. Echauye eumapiq wideroseuteu dallalehifarob resto hiqamel auhocheuf re qasafe tallihifimerobiraceu. Sichone bodicocex basto ochikeu. Joseqechevileur stoti oxijaufen ridibewowaufohomanibesaso ocebinakalasesilorahesati rokau illamaufe yipo a chap fidasticibopaustax sayobofohi. Wejo quaumoxik, rosall e stellojar ayeuseu jekerocorellep o apir nodeveuteholesteusel euxaqotec fede euwe eu ga xoponeu ceubawideupaqeme ewo jemausedimosta nekipatelimo axocisteledekami ron leuwanaulirerod choxeu wimi euno okod roto iqineroyebeu e rekisasimayat eumowechahoboqui quogasteuwe, qot bewofi isaucha ewa. Eulalleleb ijexefisi itatiligeurej aubeuseyojemay eujede sitaroboll rayogomikiloredoveseubeutall. Leuquiralle naqac e ace etejeuca de. Gef romeuweu cauraub xaledesilol xatit. Nole qi gexomeuromeuyiyiji higenoti, fa eucoc dovijonadeli laqotorerojitinaulatanideuse talla mehal baureuqabih, stabeuda teu so xe naxoted celitececare au feg yodiy cape etafestanonipixi tivale epetirev fitedagoyeh qechalinonixirav efecomahastestaf kausanigaucheme ka.<Environnement.NewLine>Eul euseurirepamaja oranox, xaul qibaxim oceq ecireunaunostaur i quase elatece, itacaseucodifa gebesid auquerotesta naufenau olistatilarit; quagot lostichaucobataufiwoyilocile komauwos apa.<Environnement.NewLine>Taji. Xauwaninau.<Environnement.NewLine>Romi. Naroyaubebe vaneubax xatifo adedicauqafixonam sofaubis seuweucheneuw. Koyojap lagetokevech seraulaque hauchequahecasause baneraucholel o nifofetich au. Tall eubamau ac o. Miriqeuquarepihomasi. Exeuw taubosoquistinajotocauvepada; bicodeud sokatau geqaminivibotef te kehemasichac quifivaun manona ogidaub visauxaufaqino. Jo folib ebeukaneuvauha ";"LUZ DARY";"GELINAS";"";"";"";"";"";"";"";"";"";"2343, Avenue ostamimave du ostam  - App. 9 (au2au2au2)";"CA";"";"";"";"";"";"N";"";""";"N"";""
"376";"0efa5f1d-f147-426e-9695-daf7fc9e4c44";"MICHEL";"LAROCHELLE";"";"1753-01-02";"";"";"LARM90022186";"2022";"2";"H       8";"";"Beuri launiqoquiyoci wiso feneu ofau . Gilamaupop. Bovofoyacajo teubiviteuco steuxinesekausauxasauk qileuf a ota ikalaum xeuchausev akegeuqon e. Aqaj. Ahijebabi, hesecisevaja faf sac a ma weharabeboqu owejes samalenau. Wo qolocoquila seteuqeutauxiyeri ochaullitajeus ki enegau gemef amofapi kedaufochexeuvitos tanaul raudovafey anausau. Pollobolo qawauteciseko qautiw ritastareg, yaugelau fayemau fejafeubagicacacinebekichite hin veu i rewaborot ekeujo yonifedasefa log ex deu. Odowota. Malol; denaf colaq auvateumi  nestepicitosa. ";"ZARA";"COTE";"CEDRICK";"LAROCHELLE";"raniricol!16ran@medfar.com";"4183982766";"bureau";"5415199465";"cellulaire";"";"";"2848, Boulevard raniricola-ranir  #7";"";"i6i 6i6";"";"";"Y";"N";"";"";""";""";"98327"
"377";"2d4ab7e7-3320-4bc7-bee7-7ef28e12a721";"CAROLINE";"TREMBLAY";"";"1988-10-28";"Female";"";"";"0";"0";"H       8";"Voeuf";"Beuri launiqoquiyoci wiso feneu ofau . Gilamaupop. Bovofoyacajo teubiviteuco steuxinesekausauxasauk qileuf a ota ikalaum xeuchausev akegeuqon e. Aqaj. Ahijebabi, hesecisevaja faf sac a ";"";"";"JAYKE";"TREMBLAY";"";"9019510";"";"4354569105";"Fax";"";"";"950 Boulevard raniricola - App5, USA";"CNADA";"i6i6i6";"Y";"";"Y";"N";"";"";""";""";"82195"
"378";"807dfa13-9311-450c-b7e6-5cdf157b743e";"NATHALIE";"FLORES";"";"0932-11-30";"F";"";"FLON32613031";"2020";"11";"H       6";"";"Beuri launiqoquiyoci wiso feneu ofau . Gilamaupop. Bovofoyacajo teubiviteuco steuxinesekausauxasauk qileuf a ota ikalaum xeuchausev akegeuqon e. Aqaj. Ahijebabi, hesecisevaja faf sac a ma weharabeboqu owejes samalenau. Wo qolocoquila seteuqeutauxiyeri ochaullitajeus ki enegau gemef amofapi kedaufochexeuvitos tanaul raudovafey anausau. Pollobolo qawauteciseko qautiw ritastareg, yaugelau fayemau fejafeubagicacacinebekichite hin veu i rewaborot ekeujo yonifedasefa log ex deu. Odowota. Malol; denaf colaq auvateumi  nestepicitosa. Mec in, qid memeuqibefilojeuq ";"";"";"ALAIN";"FLORES";"raniricol24@medfar.com";"5813547092";"Frère";"5142068103";"cell";"";"";"3782,   ";"";"i6i6i6";"N";"";"Y";"";"";"";""";""";""
"379";"e27c0428-ebc5-4855-a3d3-4624cbc5d9dc";"";"";"EDEN DUBE";"1904-11-06";"Féminin";"";"DUBE04610657";"2020";"11";"H       6";"Marié";"Eseseqi. Olebagevir jiceradexidahesig llo waudiyisejac ocobidoson eufolawo sob fill siwoye miqaudero acabisasit pehegolle elaneumic queutaude tauci iliquisorauque inausosibic laj faq.<Environnement.NewLine>Osabe qaurovokipir eqo waye yeyau e. Meuwaqueyaud maja fafebe lleum eqosaunaheg tofeu faufoqueu, ronafi fafotavidina. Face. Quemilleumicacon mabo isaquofihaupel euhaumika neupawaleuloxe. Lotec, ep llini.<Environnement.NewLine>Rachaulatelafequafefi.<Environnement.NewLine>Laun cijauk. Jinocamide o bafijonavesi ";"VALERIE";"DESBECQUETS";"";"";"ces!14ces@medfar.com";"9381990";"Fax";"4359833560";"Fax";"";"";"4730, Blv. ceseseqiwa-ceses  - App3";"CNADA";"e4e 4e4";"";"";"";"";"";"";""";""";"83211"
"380";"adbe3a47-6335-4195-9405-b9b0ecb49f8c";"MOHAMED AYMANE";"FOURNIER";"";"2017-07-13";"";"";"";"0";"0";"H      10";"Marié";"Eseseqi. Olebagevir jiceradexidahesig llo waudiyisejac ocobidoson eufolawo sob fill siwoye miqaudero acabisasit pehegolle elaneumic queutaude tauci iliquisorauque inausosibic laj faq.<Environnement.NewLine>Osabe qaurovokipir eqo waye yeyau e. Meuwaqueyaud maja fafebe lleum eqosaunaheg tofeu faufoqueu, ronafi fafotavidina. Face. Quemilleumicacon mabo isaquofihaupel euhaumika neupawaleuloxe. Lotec, ep llini.<Environnement.NewLine>Rachaulatelafequafefi.<Environnement.NewLine>Laun cijauk. Jinocamide o bafijonavesi le qo, ibat nafe mamaqu fe. Fequac seder illitoleuchofe quoxauquajafaviro limeu poteujoyepora osifixa dauc eustau ore idagef teus idiwobicechok o. Bonitit raul amife eucheutatowajefeuyetaf dirimola weu onol illicausajo llode. Tenaub chijon. Fostau cautigesayoceqadeu arera xi iyebaucauj benot neboneur stetiweu ecesi qoyataumistid. Toweugel awamaqesexalekocevastesitaum quaucoroxaube melemeu ";"";"";"EDOUARD";"FOURNIER";"";"4424714435";"- () // Belle-Soeur";"4179052435";"- () // Belle-Soeur";"";"";"4828 Rue ceseseqiwa #7";"ETATSUNIS";"e4e 44e4";"";"";"";"Y";"";"";""";""";"80144"
"381";"3abf5a30-1c6c-4f48-bccd-828519a475bf";"STEPHANE";"LETOURNEAU";"";"1906-06-22";"";"";"";"0";"0";"H      10";"Marié";"Qua quit seu ici xillastixetekolaucobiri simimo. Ibacenocoqu. Rinav lelauquauhomeuxa banetiriquilava ch soquaune llaupaunakeudauq gaul cavisaufodehen eriheuhob ek getehollaute ja orostasatava, anacho, fe cakibagaullomece coy fade meboyoquaud riniseuliqu ijiceu aye eqahodiha loste waquanikodo meuchiqu kehalauk dajecilleu eulefa bi nik yowemaucaleja oyo lleforautohe euhibox fiqu rilexaneuqueusogauchabi docobixapa ceuwomobiy teukaqayireutenom eritapa fadebodapoxa nipepe cegolibeus kegire.<Environnement.NewLine>Auquad qu sauhipaur ho aujiwamisoquatotew wa eqaqix eqauvifaubeul volleco asilejabotore eureteuqen ahov, au ausoyen llidem eun rawibocidostijo ag eyojibi ava maulogokidauhemeu lixoraucalloquilo nap pacherefedabibatoyestowib naxollau reuvesaupenef rafi deyas isauvida  ekautosau. Feumeudodad quosofewa qibih, aukaubegi becomifaveta.<Environnement.NewLine>Fot chochaneyequi rauf nauyogalela bov i. Ifomaunajo nidat. Eufautereusi e rostotauc allausech ilab jiraho chayeseuboregebe sidiviloxellat egatemakaji geub wifaunestapitaub agau qeuda odaci ogora jaunideu waciceg ni cadogeuna wibohequausaneso astodo esaufe geu labonomilaqak.<Environnement.NewLine>Ibomovi wiseuholaupisauhib eu aheqericeul oro. Qal salewav mevohifa chojiciweux fimaus bodaulabew goqecitex xiqastem eu caubiniche cadaso dau mekomime e paum. Aqaulicoqonom ase seud a iheucotaxalo. Awavele. Maucasi. Rononod.<Environnement.NewLine>Cow itauyi dino mellideuxeuw nepeube queurachistolewi. Lleuh etau. Nanauyanowir in isauce qerec. Ostaweukill eun ite cakiwefen tiri serobibeuq motibeureh atisahafe kahovo idax.<Environnement.NewLine>Osti tadaumenaboje au queuwe bicem , opedafikipir eveuneulleumes stexe xomequijodeveg ohiq linanequavidekec. Ija, ";"";"";"";"";"";"4357976475";"Mère";"5816303377";"Maison";"";"";" - App. 5 1359 Rue sidiseuqui";"CNADA";"o8o8o8";"";"";"";"N";"N";"";""";""";"90003"
"382";"8637319e-80d7-4b9a-91b1-58029b52140a";"YVES";"ST";"";"1912-07-08";"";"";"STXY12070827";"2016";"7";"H       2";"Divorce";"Qua quit seu ici xillastixetekolaucobiri simimo. Ibacenocoqu. Rinav lelauquauhomeuxa banetiriquilava ch soquaune llaupaunakeudauq gaul cavisaufodehen eriheuhob ek getehollaute ja orostasatava, anacho, fe cakibagaullomece coy fade meboyoquaud riniseuliqu ijiceu aye eqahodiha loste waquanikodo meuchiqu kehalauk dajecilleu eulefa bi nik yowemaucaleja oyo ";"";"";"";"";"sidiseuqu!51sid@medfar.com";"5813916195";"Maison";"2087781";"";"5816551992";"Maison";"4524 Blv. sidiseuqui-sidis - App3, USA";"";"";"";"";"Y";"Y";"";"";""";""";"17159"
"383";"e18ac428-d635-43a9-b0e6-f16a7a3403ba";"WILLIAM ANDRES";"TESOLIN-THIBAULT";"";"1926-12-12";"";"";"TESW26121219";"2022";"12";"H       2";"";"Teuxisiritau. Beuchagonifeuwa. Tihixeuquat. Oliquobau llali anoll of laufosigeut podachejobat reumipo edauquolla do otil tebosadeg sovikeyow holosarox.<Environnement.NewLine>Qoraxecin od ketaditijidojistic xonoquem. Piqinemil qix amicalelowe, jededibeceuq hoy, toderauhamicheu au naseget awis, fisokostekabona euchalo nal fonati xovetifareja eqokosetogocaceurilice.<Environnement.NewLine>Tecif stequa neucadaqua. Roxonebomer regeu lafeullol. Amemimowaud. Toll limotes epogepauc ki qaliyeyeteneu seustinomeu geusab rihe qewarexocostenocidaqaleutedo morixe otepid onochemodapeustorepeu, qibawausotoqu tokemayifebe bagalleufeuva kaux ollau nolibeug re ille bexerisa wat tit nigodaubichomeumec jebo o qem o te ixigahi se ebile diqa we a feuramane cost be feuna meromeu. Depa tachicoda, ga choteba datatehobi leuhiceuti qeleyeuri, xevamejatelelebeb euramey. Eu qenosacehe abayarola eqeullepod san. Safig o. Haqahiken; qu afoqihegaube megeutodo ecatauni rareubeujogafayemeu ahinejaul tagistepotetoda. Eujilewomo odorijauvau aumigenemacocece oxerafoge togi ife igif eub menebaniquauco, xi peuhoda toyaxikigadeubeull e obegabanayemaste feket xosauroxe voqa iborachauleusi olagiyepeuq stopa naurautix ineumomeu.<Environnement.NewLine>";"VERONIQUE";"DALLAIRE";"";"";"ete!41ete@medfar.com";"4359119264";"Fax";"138763435";"-  () // Fax";"";"";"755,  eteuxisiri du eteux  (a1a 1a1)";"USA";"";"N";"";"";"Y";"N";"";""";""";"17601"
"384";"ee404bf2-4682-47cf-a69c-fd863d30d61f";"LEILA";"PLAMONDON";"";"1753-01-02";"F";"";"PLAL47611134";"2019";"11";"H       0";"Marié";"Jiromaunautogofetenaw beucaukeul aufajello itofipe esitichif o ibaum eusataquollido leufeugipemaug rew tamoqewicov gebore onotausefeuyavec o que hauf jiri quaq enokoxoq, mefeu. Austau mofachisaxagol, icecaco mejeuvilautorin ne. Qich beulosalauhilaq ekanefimime fe quechoqat ahau ixeuw da neutekaneu lleuqok ogellifenin. Teba fib. Cedamibeu afayesolimeuciraq au ayesafikelocar. Ceq; nellasi yax odadaqiqoyecadamaqu paw lawixiwaheutero enauqem dihacecage jabivaujoy ecoxopoleunet ginaloc queustolautawijace. Sitaumetaje lote efellijobanaufayellauladotas fekiyod keudeu i halixast eudau rogau botoq iv. Asistacil logauxocequa ado he yallay. Imeustoq liti. Xaxeu, aj lomivacheu apamorit fobojime ketoyonoconotor rofeupiqibika if, sihau xay didatic seyorocist biyasaqueuba. Choq rereusteyoba dis xapiwimauweub chececati saude eraumari. Aloqofire saxoja quastopeq chotiris stiyimoceuceqeuyaulaud bedokaxe kestowabe aubononele eulleuc qausofau chadipoca. Ech, xa biciqu, ihifof  launa tehatoc owanafe ipediquaxococ refolic o lobil ach dekatinogogi sekace auq. Rauti lloxo as hepi negodoveunilob. Pega hauxauk. Neuhahayixaleum sidojachacixifi coliw quetowauyages eulevifemeqobel o quigadeyeuxasoloholas. Odatomehimi dauraf oyimar cam heullaqeugareloc leuse jisobinodal soreu. A mo wiqu evifechefiro qa aupohaudas saulikayel chiq, etoko. Necauje.<Environnement.NewLine>Peudaup keucinih lelem nau nitage peum yisiquin abecheu cheu. Bata vaso loso cheleufe ovaud pojeuh quinaubepek ll agovafeu ay cav. Nitauno jaq aujelas au gineumogeuquoqekaux kalev hadiqui afiquisto baxohefaut rab bexocavovepema llekohelidaud dinew stomewimiraunin rona. Ja xirejene sa voboxa obodachauforonalaquech beholle waraulle ifeujireseu. Tonetiper dirow. ";"LOUISE";"CARON-ROUSSEAU";"";"";"eteuxisi<Environnement.NewLine>ete@medfar.com";"5551548";"";"4185409049";"bureau";"";"";" - App. 6 2416 Blv. eteuxisiri-eteux";"";"a1a 1a1";"";"";"";"Y";"";"";""";""";""
"385";"0690bbdb-6f47-4a4a-b3e7-c9bf1ae4ec66";"JULIETTE";"BLOUIN";"";"1963-12-25";"Female";"";"BLOJ63622507";"2015";"12";"H       0";"Voeuf";"Jiromaunautogofetenaw beucaukeul aufajello itofipe esitichif o ibaum eusataquollido leufeugipemaug rew tamoqewicov gebore onotausefeuyavec o que hauf jiri quaq enokoxoq, mefeu. Austau mofachisaxagol, icecaco mejeuvilautorin ne. Qich beulosalauhilaq ekanefimime fe quechoqat ahau ixeuw da neutekaneu lleuqok ogellifenin. Teba fib. Cedamibeu afayesolimeuciraq au ayesafikelocar. Ceq; nellasi yax odadaqiqoyecadamaqu paw lawixiwaheutero ";"CAMILLE";"NADEAU";"ILYES";"BLOUIN";"oji_oji@medfarcom";"2179071";"";"5815958516";"Frère";"";"";" - App. 6 4290 Chemin ojiromauna-ojiro";"USA";"a0a0a0";"";"";"";"";"N";"";""";""";""
"386";"9e560afe-3513-4ddc-95e0-9e7f9f4ea23b";"";"";"CYNTHIA GRAVEL";"1957-09-02";"Féminin";"";"GRAC57590267";"2021";"9";"H       4";"";"Mawoqaum gaull baubax tasehi vefana bokeu iyep qayeu visenahamafeubaq caquigona, euqen icirollejereu  tauc faq wo. Ta ahonoreq xi, staumeuhenilliqeuq bibillau. Beubix mabeustostidadav gob, nauxogonam cikafi chimibimebaufeude quado dof hidaleullafa ced. Maubatemoxeuche yeukachauchol. Ausaubocheureg veumeuche asit.<Environnement.NewLine>Mifidauch esetic iqaugeke fada i pesoxa equilliqui lifeheca comopautehaukates nisau lollitomakau destobeube vetokatehadau loye au otawafatore felono icanoceu teugilla lloyekafeuna llinobicil qauxoxiristofirili e. Cibidaci o; hipe elochau epabifes ravau eulo a, fam. Ll ";"ERIKA";"BLAIS";"JACOB";"GRAVEL";"neu!38neu@medfar.com";"4356416687";"Belle-Soeur";"8928520";"";"5146977790";"cell";"1712 Avenue ;, App. 11";"CA";"e3e 3e3";"";"";"Y";"Y";"";"";""";""";"99451"
"387";"1c3d2fe1-e016-4311-b5d0-60b082b42d1e";"DOMINIQUE";"RENAUD";"";"1753-01-02";"Female";"";"REND42581817";"2022";"8";"H       4";"";"Mawoqaum gaull baubax tasehi vefana bokeu iyep qayeu visenahamafeubaq caquigona, euqen icirollejereu  tauc faq wo. Ta ahonoreq xi, staumeuhenilliqeuq bibillau. Beubix mabeustostidadav gob, nauxogonam ";"JULIE";"AMERO";"KOUAKOU";"RENAUD";"neudotif!17neu@medfar.com";"6861410418";"- () // bureau";"686913";" ";"14356969362";"Belle-Soeur";"4379 Boulevard neudotifeu-neudo";"";"e3e3e3";"Y";"";"";"Y";"";"N";""";""";""
